tconst,title,year,runtime_min,imdb_rating,num_votes,genres,tags,ship_ref,note,imdb_url
tt6723592,Tenet,2020,150,7.3,703043,"Action,Sci-Fi,Thriller",时间倒流|间谍|诺兰,0,熵减物理,https://www.imdb.com/title/tt6723592/
tt0114746,12 Monkeys,1995,129,8.0,682485,"Mystery,Sci-Fi,Thriller",穿越|末世|心理,0,十二猴子：末世穿越,https://www.imdb.com/title/tt0114746/
tt11286314,Don't Look Up,2021,138,7.1,677412,"Comedy,Drama,Sci-Fi",彗星|讽刺|媒体,0,彗星撞地球讽刺剧,https://www.imdb.com/title/tt11286314/
tt6644200,A Quiet Place,2018,90,7.5,665658,"Drama,Horror,Sci-Fi",末世|怪物|家庭,0,声音猎杀,https://www.imdb.com/title/tt6644200/
tt0470752,Ex Machina,2014,108,7.7,643571,"Drama,Sci-Fi,Thriller",AI|图灵测试|密室,1,AI 伦理密室剧,https://www.imdb.com/title/tt0470752/
tt1630029,Avatar: The Way of Water,2022,192,7.5,643326,"Action,Adventure,Fantasy",外星生态|海洋|续集,1,潘多拉海洋,https://www.imdb.com/title/tt1630029/
tt0796366,Star Trek,2009,127,7.9,640143,"Action,Adventure,Sci-Fi",太空歌剧|星际迷航|重启,3,企业号新设计,https://www.imdb.com/title/tt0796366/
tt1276104,Looper,2012,119,7.4,631010,"Action,Drama,Sci-Fi",时间旅行|黑帮|硬核,0,环形时间设定,https://www.imdb.com/title/tt1276104/
tt0343818,"I, Robot",2004,115,7.1,618761,"Action,Mystery,Sci-Fi",AI|机器人三定律|侦探,0,阿西莫夫改编,https://www.imdb.com/title/tt0343818/
tt1483013,Oblivion,2013,124,7.0,589118,"Action,Adventure,Sci-Fi",后末日|克隆|无人机|空中塔,2,泡泡船+天空塔设计，无人机基地,https://www.imdb.com/title/tt1483013/
tt0945513,Source Code,2011,93,7.5,586036,"Action,Drama,Mystery",时间循环|意识|惊悚,0,八分钟循环,https://www.imdb.com/title/tt0945513/
tt0206634,Children of Men,2006,109,7.9,569654,"Drama,Sci-Fi,Thriller",反乌托邦|不育|末世,0,人类不育的末世,https://www.imdb.com/title/tt0206634/
tt1790864,The Maze Runner,2014,113,6.8,568917,"Action,Mystery,Sci-Fi",反乌托邦|迷宫|青少年,0,移动迷宫,https://www.imdb.com/title/tt1790864/
tt1663662,Pacific Rim,2013,131,6.9,562343,"Action,Adventure,Sci-Fi",机甲|怪兽|动作,0,机甲猎兽,https://www.imdb.com/title/tt1663662/
tt0289879,The Butterfly Effect,2004,113,7.6,558762,"Drama,Sci-Fi,Thriller",时间回溯|惊悚,0,蝴蝶效应,https://www.imdb.com/title/tt0289879/
tt0289043,28 Days Later,2002,113,7.5,552980,"Drama,Horror,Sci-Fi",丧尸|末世|病毒,0,狂暴病毒,https://www.imdb.com/title/tt0289043/
tt0119116,The Fifth Element,1997,126,7.6,549507,"Action,Adventure,Sci-Fi",太空歌剧|未来都市|飞船,2,Fhloston 天堂号+未来交通设计,https://www.imdb.com/title/tt0119116/
tt1677720,Ready Player One,2018,140,7.4,548165,"Action,Adventure,Sci-Fi",虚拟现实|游戏|绿洲,0,斯皮尔伯格 VR 狂欢,https://www.imdb.com/title/tt1677720/
tt2527338,Star Wars: Episode IX - The Rise of Skywalker,2019,141,6.3,548018,"Action,Adventure,Fantasy",太空歌剧|星战|终章,2,星战新三部曲,https://www.imdb.com/title/tt2527338/
tt0084787,The Thing,1982,109,8.2,531808,"Horror,Mystery,Sci-Fi",外星|恐怖|南极,0,变形怪体科幻恐怖,https://www.imdb.com/title/tt0084787/
tt0319262,The Day After Tomorrow,2004,124,6.5,515678,"Action,Adventure,Sci-Fi",气候灾难|冰河,0,极寒末世,https://www.imdb.com/title/tt0319262/
tt1408101,Star Trek Into Darkness,2013,132,7.7,511706,"Action,Adventure,Sci-Fi",太空歌剧|星际迷航,2,可汗,https://www.imdb.com/title/tt1408101/
tt0407304,War of the Worlds,2005,117,6.6,511346,"Action,Adventure,Sci-Fi",外星入侵|灾难|斯皮尔伯格,0,三角机入侵,https://www.imdb.com/title/tt0407304/
tt0093773,Predator,1987,107,7.8,504587,"Action,Adventure,Horror",外星|丛林|狩猎,0,铁血战士,https://www.imdb.com/title/tt0093773/
tt1355644,Passengers,2016,116,7.0,502672,"Drama,Romance,Sci-Fi",世代飞船|休眠|星际移民,4,世代飞船核心参考,https://www.imdb.com/title/tt1355644/
tt6264654,Free Guy,2021,115,7.1,494417,"Action,Adventure,Comedy",虚拟现实|游戏|喜剧,0,NPC 觉醒,https://www.imdb.com/title/tt6264654/
tt1535108,Elysium,2013,109,6.6,493751,"Action,Drama,Sci-Fi",空间站|阶级|义体,2,轨道天堂空间站,https://www.imdb.com/title/tt1535108/
tt1637688,In Time,2011,109,6.7,486974,"Action,Sci-Fi,Thriller",反乌托邦|时间货币,0,时间即金钱,https://www.imdb.com/title/tt1637688/
tt0120591,Armageddon,1998,151,6.7,482276,"Action,Adventure,Sci-Fi",近地天体|航天|灾难,1,钻探队登陆小行星,https://www.imdb.com/title/tt0120591/
tt6791350,Guardians of the Galaxy Vol. 3,2023,150,7.9,481089,"Action,Adventure,Comedy",太空歌剧|银河护卫队,2,三部曲终章,https://www.imdb.com/title/tt6791350/
tt0083866,E.T. the Extra-Terrestrial,1982,115,7.9,474924,"Adventure,Family,Sci-Fi",外星接触|家庭|温情,0,外星飞船童话,https://www.imdb.com/title/tt0083866/
tt1060277,Cloverfield,2008,85,7.0,446475,"Action,Horror,Sci-Fi",怪兽|伪纪录|纽约,0,怪兽袭击,https://www.imdb.com/title/tt1060277/
tt1190080,2012,2009,158,5.9,424924,"Action,Adventure,Sci-Fi",末日|方舟船|灾难,1,方舟船设计（船舶形态）,https://www.imdb.com/title/tt1190080/
tt1706620,Snowpiercer,2013,126,7.1,423763,"Action,Drama,Sci-Fi",方舟列车|阶级|末世,3,方舟隐喻+内部结构参考（列车形态）,https://www.imdb.com/title/tt1706620/
tt0286106,Signs,2002,106,6.8,416990,"Drama,Mystery,Sci-Fi",外星|宗教|沙马兰,0,麦田圈,https://www.imdb.com/title/tt0286106/
tt3778644,Solo: A Star Wars Story,2018,135,6.9,413133,"Action,Adventure,Sci-Fi",太空歌剧|星战|外传,1,韩索罗起源,https://www.imdb.com/title/tt3778644/
tt1182345,Moon,2009,97,7.8,397448,"Drama,Mystery,Sci-Fi",月球基地|AI|孤独,2,月球基地+AI 伦理,https://www.imdb.com/title/tt1182345/
tt2798920,Annihilation,2018,115,6.8,396946,"Adventure,Drama,Horror",外星区域|变异|心理,0,微光区,https://www.imdb.com/title/tt2798920/
tt1104001,Tron: Legacy,2010,125,6.8,388877,"Action,Adventure,Sci-Fi",虚拟现实|视觉|电子世界,0,光追美学先驱,https://www.imdb.com/title/tt1104001/
tt1371111,Cloud Atlas,2012,172,7.3,387728,"Drama,Mystery,Sci-Fi",多线|转世|未来,1,六世轮回,https://www.imdb.com/title/tt1371111/
tt1179933,10 Cloverfield Lane,2016,103,7.2,387637,"Drama,Horror,Sci-Fi",地堡|悬念|密室,1,末日地堡生存,https://www.imdb.com/title/tt1179933/
tt0100802,Total Recall,1990,113,7.5,383670,"Action,Adventure,Sci-Fi",火星|记忆|动作,0,火星殖民记忆疑云,https://www.imdb.com/title/tt0100802/
tt0433035,Real Steel,2011,127,7.1,383202,"Action,Drama,Sci-Fi",机器人|拳击|温情,0,钢铁擂台,https://www.imdb.com/title/tt0433035/
tt1037705,The Book of Eli,2010,118,6.8,363110,"Action,Adventure,Drama",末世|废土|圣经,0,废土送经,https://www.imdb.com/title/tt1037705/
tt0119177,Gattaca,1997,106,7.7,349498,"Drama,Sci-Fi,Thriller",基因|反乌托邦|近未来,0,基因歧视社会,https://www.imdb.com/title/tt0119177/
tt0120201,Starship Troopers,1997,129,7.3,348758,"Action,Adventure,Sci-Fi",太空军事|讽刺|虫族,1,军事运输舰+登陆战（1997经典）,https://www.imdb.com/title/tt0120201/
tt2316204,Alien: Covenant,2017,122,6.4,347630,"Horror,Sci-Fi,Thriller",异形|殖民|AI,3,殖民方舟 Covenant 号设计,https://www.imdb.com/title/tt2316204/
tt0212720,A.I. Artificial Intelligence,2001,146,7.2,341611,"Adventure,Drama,Sci-Fi",AI|机器人|斯皮尔伯格,0,机器人渴望成为人,https://www.imdb.com/title/tt0212720/
tt2397535,Predestination,2014,97,7.4,337898,"Action,Drama,Sci-Fi",时间悖论|宿命|改编,0,闭合因果链,https://www.imdb.com/title/tt2397535/
tt1598778,Contagion,2011,106,6.8,332821,"Drama,Thriller",疫情|纪实|科学,0,病毒传播纪实,https://www.imdb.com/title/tt1598778/
tt8228288,The Platform,2019,94,7.0,328052,"Horror,Mystery,Sci-Fi",反乌托邦|垂直监狱|西班牙,0,垂直食堂,https://www.imdb.com/title/tt8228288/
tt8332922,A Quiet Place Part II,2020,97,7.2,326996,"Drama,Horror,Sci-Fi",末世|怪物|续集,0,声音猎杀续,https://www.imdb.com/title/tt8332922/
tt0437086,Alita: Battle Angel,2019,122,7.3,326006,"Action,Adventure,Sci-Fi",赛博朋克|义体|机甲,1,废铁城+天空城,https://www.imdb.com/title/tt0437086/
tt10954984,Nope,2022,130,6.8,321019,"Horror,Mystery,Sci-Fi",UFO|奇观|乔丹皮尔,0,UFO 新解读,https://www.imdb.com/title/tt10954984/
tt0118884,Contact,1997,150,7.5,316004,"Drama,Mystery,Sci-Fi",第一接触|科学|哲学,1,机器设计+科学伦理,https://www.imdb.com/title/tt0118884/
tt1343727,Dredd,2012,95,7.1,313921,"Action,Crime,Sci-Fi",反乌托邦|暴力|城市,0,梅加城一号,https://www.imdb.com/title/tt1343727/
tt0093870,RoboCop,1987,102,7.6,310860,"Action,Crime,Sci-Fi",义体|赛博朋克|警匪,0,机械战警,https://www.imdb.com/title/tt0093870/
tt10838180,The Matrix Resurrections,2021,148,5.6,305358,"Action,Sci-Fi",虚拟现实|黑客帝国|续集,0,母体重启,https://www.imdb.com/title/tt10838180/
tt0448134,Sunshine,2007,107,7.2,289434,"Sci-Fi,Thriller",太阳|硬科幻|心理,2,Icarus II 飞船设计值得参考,https://www.imdb.com/title/tt0448134/
tt1823672,Chappie,2015,120,6.8,285269,"Action,Crime,Drama",AI|机器人|南非,0,机器人自我意识,https://www.imdb.com/title/tt1823672/
tt2935510,Ad Astra,2019,123,6.5,283105,"Adventure,Drama,Mystery",深空航行|心理|太空歌剧,2,飞船造型克制写实,https://www.imdb.com/title/tt2935510/
tt5442430,Life,2017,104,6.6,279002,"Horror,Sci-Fi,Thriller",空间站|外星生物|恐怖,1,ISS 上发现外星生命,https://www.imdb.com/title/tt5442430/
tt0898367,The Road,2009,111,7.2,272652,"Drama,Thriller",末世|父子|绝望,0,灰烬公路,https://www.imdb.com/title/tt0898367/
tt2660888,Star Trek Beyond,2016,122,7.0,271205,"Action,Adventure,Sci-Fi",太空歌剧|星际迷航,2,约克镇空间站,https://www.imdb.com/title/tt2660888/
tt1440129,Battleship,2012,131,5.8,271076,"Action,Adventure,Sci-Fi",外星|海军|爆米花,0,海战打外星人,https://www.imdb.com/title/tt1440129/
tt1731141,Ender's Game,2013,114,6.6,265987,"Action,Adventure,Sci-Fi",军事科幻|虫族|训练,1,星际军校,https://www.imdb.com/title/tt1731141/
tt0134847,Pitch Black,2000,109,7.0,265350,"Horror,Sci-Fi,Thriller",太空恐怖|怪兽|生存,1,坠机+暗星生物,https://www.imdb.com/title/tt0134847/
tt2463208,The Adam Project,2022,106,6.7,260820,"Action,Adventure,Comedy",时间旅行|温情|家庭,0,穿越见父亲,https://www.imdb.com/title/tt2463208/
tt9777666,The Tomorrow War,2021,138,6.6,256401,"Action,Adventure,Drama",外星|时间|征兵,1,未来外星战争,https://www.imdb.com/title/tt9777666/
tt1234721,RoboCop,2014,117,6.1,249966,"Action,Crime,Sci-Fi",义体|近未来|翻拍,0,机械战警,https://www.imdb.com/title/tt1234721/
tt2209764,Transcendence,2014,119,6.2,248104,"Drama,Sci-Fi,Thriller",意识上传|AI|反噬,0,奇点寓言,https://www.imdb.com/title/tt2209764/
tt1219827,Ghost in the Shell,2017,107,6.3,240871,"Action,Crime,Drama",赛博朋克|义体|真人版,1,攻壳真人版，赛博都市,https://www.imdb.com/title/tt1219827/
tt6499752,Upgrade,2018,100,7.5,236733,"Action,Sci-Fi,Thriller",AI|义体|复仇,0,低配硬核爽片,https://www.imdb.com/title/tt6499752/
tt0118929,Dark City,1998,100,7.5,227775,"Fantasy,Mystery,Sci-Fi",反乌托邦|记忆|黑色,0,记忆被操控的城市,https://www.imdb.com/title/tt0118929/
tt0111282,Stargate,1994,121,7.0,220947,"Action,Adventure,Sci-Fi",星际之门|埃及|远征,1,星门远征队,https://www.imdb.com/title/tt0111282/
tt9484998,Palm Springs,2020,90,7.4,217326,"Comedy,Fantasy,Mystery",时间循环|喜剧|爱情,0,婚礼循环,https://www.imdb.com/title/tt9484998/
tt0119081,Event Horizon,1997,96,6.6,216555,"Horror,Sci-Fi,Thriller",太空恐怖|黑洞|地狱船,1,地狱船设计：扭曲空间引擎,https://www.imdb.com/title/tt0119081/
tt2239822,Valerian and the City of a Thousand Planets,2017,136,6.4,210773,"Action,Adventure,Fantasy",太空歌剧|宇宙都市|视觉,2,千星之城空间站设计,https://www.imdb.com/title/tt2239822/
tt0096754,The Abyss,1989,140,7.5,209936,"Adventure,Drama,Mystery",深海|外星接触|灾难,0,深海平台+外星人,https://www.imdb.com/title/tt0096754/
tt11858890,The Creator,2023,133,6.7,203189,"Action,Adventure,Drama",AI|战争|视觉,1,东南亚未来战争美学,https://www.imdb.com/title/tt11858890/
tt1617661,Jupiter Ascending,2015,127,5.3,202477,"Action,Adventure,Romance",太空歌剧|基因|华丽,1,沃卓斯基太空歌剧,https://www.imdb.com/title/tt1617661/
tt1628841,Independence Day: Resurgence,2016,120,5.2,201273,"Action,Adventure,Sci-Fi",外星入侵|续集|灾难,1,地球联合舰队,https://www.imdb.com/title/tt1628841/
tt0087182,Dune,1984,137,6.2,193622,"Action,Adventure,Sci-Fi",生态|政治|沙丘,1,大卫林奇版沙丘,https://www.imdb.com/title/tt0087182/
tt0177789,Galaxy Quest,1999,102,7.4,192783,"Adventure,Comedy,Sci-Fi",太空歌剧|喜剧|致敬,1,演员上真飞船,https://www.imdb.com/title/tt0177789/
tt1217613,Battle Los Angeles,2011,116,5.7,191245,"Action,Adventure,Sci-Fi",外星入侵|军事|巷战,0,洛杉矶滩头,https://www.imdb.com/title/tt1217613/
tt8760708,M3GAN,2022,102,6.3,183843,"Horror,Sci-Fi,Thriller",AI|恐怖|玩具,0,AI 娃娃,https://www.imdb.com/title/tt8760708/
tt2866360,Coherence,2013,89,7.2,177104,"Mystery,Sci-Fi,Thriller",平行宇宙|小成本|聚会,0,彗星来的那一夜,https://www.imdb.com/title/tt2866360/
tt7737786,Greenland,2020,119,6.4,174697,"Action,Adventure,Thriller",彗星|避难所|家庭,1,疏散避难所,https://www.imdb.com/title/tt7737786/
tt1441395,Under the Skin,2013,108,6.3,172578,"Drama,Horror,Mystery",外星|艺术|斯嘉丽,0,外星皮囊,https://www.imdb.com/title/tt1441395/
tt1188729,Pandorum,2009,108,6.7,168827,"Action,Horror,Mystery",世代飞船|恐怖|失忆,4,世代飞船内部结构+船员疯癫,https://www.imdb.com/title/tt1188729/
tt0096256,They Live,1988,94,7.2,166013,"Action,Horror,Sci-Fi",反乌托邦|阴谋|社会,0,眼镜看穿真相,https://www.imdb.com/title/tt0096256/
tt2222042,Love and Monsters,2020,109,6.9,161349,"Action,Adventure,Comedy",末世|怪兽|冒险,0,变异地球,https://www.imdb.com/title/tt2222042/
tt1334260,Never Let Me Go,2010,103,7.1,160906,"Drama,Romance",克隆|伦理|温情,0,克隆人捐献人生,https://www.imdb.com/title/tt1334260/
tt1187064,Triangle,2009,99,6.9,151020,"Fantasy,Mystery,Sci-Fi",时间循环|恐怖|游轮,0,游轮循环,https://www.imdb.com/title/tt1187064/
tt0468492,The Host,2006,120,7.1,144049,"Drama,Horror,Sci-Fi",怪兽|韩国|灾难,0,汉江怪物,https://www.imdb.com/title/tt0468492/
tt3967856,Okja,2017,120,7.3,142778,"Action,Adventure,Drama",生物工程|韩美|伦理,0,超级猪,https://www.imdb.com/title/tt3967856/
tt2557478,Pacific Rim: Uprising,2018,111,5.6,138472,"Action,Adventure,Sci-Fi",机甲|怪兽|续集,0,机甲猎兽续,https://www.imdb.com/title/tt2557478/
tt1981128,Geostorm,2017,109,5.4,134172,"Action,Sci-Fi,Thriller",气象武器|灾难,1,空间站气象控制,https://www.imdb.com/title/tt1981128/
tt2304933,The 5th Wave,2016,112,5.2,127223,"Action,Adventure,Sci-Fi",外星入侵|青少年,0,第五波,https://www.imdb.com/title/tt2304933/
tt0390384,Primer,2004,77,6.7,122668,"Drama,Sci-Fi,Thriller",时间旅行|硬核|小成本,0,最硬核时间旅行,https://www.imdb.com/title/tt0390384/
tt4530422,Overlord,2018,110,6.6,117028,"Action,Horror,Sci-Fi",二战|超自然|恐怖,0,纳粹血清,https://www.imdb.com/title/tt4530422/
tt1478964,Attack the Block,2011,88,6.6,116107,"Action,Adventure,Comedy",外星|街区|英伦,0,伦敦街区打外星人,https://www.imdb.com/title/tt1478964/
tt5834426,Moonfall,2022,130,5.2,114888,"Action,Adventure,Sci-Fi",月球|灾难|科幻,1,月球坠落脑洞,https://www.imdb.com/title/tt5834426/
tt3420504,Finch,2021,115,6.9,113043,"Adventure,Drama,Sci-Fi",末世|机器人|温情,0,杰夫机器人,https://www.imdb.com/title/tt3420504/
tt10539608,The Midnight Sky,2020,118,5.7,95197,"Adventure,Drama,Sci-Fi",末世|太空|父女,1,北极站+深空救赎,https://www.imdb.com/title/tt10539608/
tt2436386,Project Almanac,2015,106,6.4,88912,"Drama,Mystery,Sci-Fi",时间旅行|青少年|纪录片,0,高中生发明时光机,https://www.imdb.com/title/tt2436386/
tt0114558,Strange Days,1995,145,7.2,86190,"Crime,Drama,Sci-Fi",赛博朋克|记忆|VR,0,记忆录放黑市,https://www.imdb.com/title/tt0114558/
tt0139809,The Thirteenth Floor,1999,100,7.0,83637,"Mystery,Sci-Fi,Thriller",虚拟现实|悬疑|模拟,0,十三层楼,https://www.imdb.com/title/tt0139809/
tt2051879,Europa Report,2013,90,6.4,79881,"Drama,Mystery,Sci-Fi",木卫二|伪纪录片|硬科幻,1,科学严谨的探索任务,https://www.imdb.com/title/tt2051879/
tt0120913,Titan A.E.,2000,94,6.6,67057,"Action,Adventure,Animation",动画|方舟|人类幸存,2,人类流亡方舟,https://www.imdb.com/title/tt0120913/
tt1971325,Automata,2014,109,6.0,62099,"Action,Drama,Sci-Fi",AI|机器人|末世,0,废土机器人,https://www.imdb.com/title/tt1971325/
tt9203694,Stowaway,2021,116,5.7,57358,"Adventure,Sci-Fi,Thriller",火星任务|伦理|硬科幻,2,任务船内部细节,https://www.imdb.com/title/tt9203694/
tt4520364,Morgan,2016,92,5.9,49990,"Action,Horror,Sci-Fi",AI|生物工程|惊悚,0,人造人失控,https://www.imdb.com/title/tt4520364/
tt4827558,High Life,2018,113,5.7,45759,"Drama,Sci-Fi,Thriller",深空|生育|伦理,2,法式黑暗深空美学,https://www.imdb.com/title/tt4827558/
tt7946422,Prospect,2018,100,6.3,41043,"Adventure,Drama,Sci-Fi",外星殖民地|独立科幻|西部,1,低成本硬核外星殖民,https://www.imdb.com/title/tt7946422/
tt7605074,The Wandering Earth,2019,125,5.9,39736,"Action,Adventure,Sci-Fi",流浪地球|方舟|中国,3,行星级迁徙+地下城，中国科幻里程碑,https://www.imdb.com/title/tt7605074/
tt12838766,Space Sweepers,2021,136,6.5,31396,"Action,Adventure,Drama",太空垃圾|韩国|动作,2,飞船造型有设计感,https://www.imdb.com/title/tt12838766/
tt9664108,Voyagers,2021,108,5.5,30160,"Adventure,Mystery,Sci-Fi",世代飞船|青少年|社会实验,4,世代飞船社会结构,https://www.imdb.com/title/tt9664108/
tt6882604,Archive,2020,109,6.4,30131,"Drama,Mystery,Sci-Fi",AI|意识|机器人,0,小成本意识拷贝,https://www.imdb.com/title/tt6882604/
tt8633464,After Yang,2021,96,6.6,26590,"Drama,Sci-Fi",AI|家庭|温情,0,亚洲未来美学,https://www.imdb.com/title/tt8633464/
tt13539646,The Wandering Earth II,2023,173,6.7,16619,"Action,Adventure,Drama",流浪地球|方舟|中国,3,方舟计划+数字生命，前传,https://www.imdb.com/title/tt13539646/
tt7589524,Aniara,2018,106,6.3,16115,"Drama,Sci-Fi",世代飞船|悲剧|哲学,4,世代飞船社会学，偏离航线的绝望,https://www.imdb.com/title/tt7589524/
tt13655120,I.S.S.,2023,95,5.3,15551,"Sci-Fi,Thriller",空间站|政治|悬疑,1,近未来空间站冲突,https://www.imdb.com/title/tt13655120/
tt2017561,Journey to the West: Conquering the Demons,2013,110,6.7,15231,"Action,Adventure,Comedy",科幻|中国|公路,0,宇宙探索编辑部：伪科幻人文片,https://www.imdb.com/title/tt2017561/
